"","Community_1","Community_2","Community_3"
"2249","Species_3","Species_1","Species_3"
"2250","Species_3","Species_1","Species_3"
"2251","Species_3","Species_1","Species_3"
"2252","Species_3","Species_1","Species_7"
"2253","Species_3","Species_1","Species_9"
"2254","Species_3","Species_1","Species_3"
"2255","Species_3","Species_1","Species_8"
"2256","Species_3","Species_1","Species_8"
"2257","Species_3","Species_1","Species_7"
"2258","Species_3","Species_1","Species_2"
"2259","Species_3","Species_1","Species_10"
"2260","Species_3","Species_1","Species_10"
"2261","Species_3","Species_1","Species_8"
"2262","Species_3","Species_1","Species_8"
"2263","Species_3","Species_1","Species_5"
"2264","Species_3","Species_1","Species_5"
"2265","Species_3","Species_1","Species_4"
"2266","Species_3","Species_1","Species_10"
"2267","Species_3","Species_1","Species_2"
"2268","Species_3","Species_1","Species_5"
"2269","Species_3","Species_1","Species_10"
"2270","Species_3","Species_1","Species_9"
"2271","Species_3","Species_1","Species_9"
"2272","Species_3","Species_1","Species_8"
"2273","Species_3","Species_1","Species_2"
"2274","Species_3","Species_1","Species_2"
"2275","Species_3","Species_1","Species_7"
"2276","Species_3","Species_1","Species_2"
"2277","Species_3","Species_1","Species_5"
"2278","Species_3","Species_1","Species_8"
"2279","Species_3","Species_1","Species_2"
"2280","Species_3","Species_1","Species_7"
"2281","Species_3","Species_1","Species_6"
"2282","Species_3","Species_1","Species_1"
"2283","Species_3","Species_1","Species_10"
"2284","Species_3","Species_1","Species_1"
"2285","Species_3","Species_1","Species_4"
"2286","Species_3","Species_1","Species_3"
"2287","Species_3","Species_1","Species_9"
"2288","Species_3","Species_1","Species_3"
"2289","Species_3","Species_1","Species_9"
"2290","Species_3","Species_1","Species_10"
"2291","Species_3","Species_1","Species_4"
"2292","Species_3","Species_1","Species_5"
"2293","Species_3","Species_1","Species_7"
"2294","Species_3","Species_1","Species_2"
"2295","Species_3","Species_1","Species_10"
"2296","Species_3","Species_1","Species_6"
"2297","Species_3","Species_1","Species_3"
"2298","Species_3","Species_1","Species_1"
"2299","Species_3","Species_1","Species_5"
"2300","Species_3","Species_1","Species_5"
"2301","Species_3","Species_1","Species_4"
"2302","Species_3","Species_1","Species_2"
"2303","Species_3","Species_1","Species_3"
"2304","Species_3","Species_1","Species_1"
"2305","Species_3","Species_1","Species_8"
"2306","Species_3","Species_1","Species_10"
"2307","Species_3","Species_1","Species_4"
"2308","Species_3","Species_1","Species_8"
"2309","Species_3","Species_1","Species_1"
"2310","Species_3","Species_1","Species_9"
"2311","Species_3","Species_1","Species_5"
"2312","Species_3","Species_1","Species_7"
"2313","Species_3","Species_1","Species_7"
"2314","Species_3","Species_1","Species_9"
"2315","Species_3","Species_1","Species_1"
"2316","Species_3","Species_1","Species_10"
"2317","Species_3","Species_1","Species_5"
"2318","Species_3","Species_1","Species_6"
"2319","Species_3","Species_1","Species_9"
"2320","Species_3","Species_1","Species_10"
"2321","Species_3","Species_1","Species_7"
"2322","Species_3","Species_1","Species_2"
"2323","Species_3","Species_1","Species_1"
"2324","Species_3","Species_1","Species_2"
"2325","Species_3","Species_1","Species_7"
"2326","Species_3","Species_1","Species_8"
"2327","Species_3","Species_1","Species_7"
"2328","Species_3","Species_1","Species_1"
"2329","Species_3","Species_1","Species_10"
"2330","Species_3","Species_1","Species_8"
"2331","Species_3","Species_1","Species_2"
"2332","Species_3","Species_1","Species_5"
"2333","Species_3","Species_1","Species_7"
"2334","Species_3","Species_1","Species_9"
"2335","Species_3","Species_1","Species_10"
"2336","Species_3","Species_1","Species_6"
"2337","Species_3","Species_1","Species_8"
"2338","Species_3","Species_1","Species_6"
"2339","Species_3","Species_1","Species_7"
"2340","Species_3","Species_1","Species_1"
"2341","Species_3","Species_1","Species_10"
"2342","Species_3","Species_1","Species_10"
"2343","Species_3","Species_1","Species_1"
"2344","Species_3","Species_1","Species_6"
"2345","Species_3","Species_1","Species_3"
"2346","Species_3","Species_1","Species_5"
"2347","Species_3","Species_1","Species_6"
"2348","Species_3","Species_1","Species_3"
"2349","Species_3","Species_1","Species_10"
"2350","Species_3","Species_1","Species_9"
"2351","Species_3","Species_1","Species_4"
"2352","Species_3","Species_1","Species_4"
"2353","Species_3","Species_1","Species_1"
"2354","Species_3","Species_1","Species_8"
"2355","Species_3","Species_1","Species_5"
"2356","Species_3","Species_1","Species_7"
"2357","Species_3","Species_1","Species_10"
"2358","Species_3","Species_1","Species_1"
"2359","Species_3","Species_1","Species_4"
"2360","Species_3","Species_1","Species_4"
"2361","Species_3","Species_1","Species_3"
"2362","Species_3","Species_1","Species_7"
"2363","Species_3","Species_1","Species_1"
"2364","Species_3","Species_1","Species_3"
"2365","Species_3","Species_1","Species_2"
"2366","Species_3","Species_1","Species_4"
"2367","Species_3","Species_1","Species_3"
"2368","Species_3","Species_1","Species_1"
"2369","Species_3","Species_1","Species_3"
"2370","Species_3","Species_1","Species_3"
"2371","Species_3","Species_1","Species_9"
"2372","Species_3","Species_1","Species_2"
"2373","Species_3","Species_1","Species_7"
"2374","Species_3","Species_1","Species_5"
"2375","Species_3","Species_1","Species_6"
"2376","Species_3","Species_1","Species_9"
"2377","Species_3","Species_1","Species_3"
"2378","Species_3","Species_1","Species_7"
"2379","Species_3","Species_1","Species_1"
"2380","Species_3","Species_1","Species_6"
"2381","Species_3","Species_1","Species_5"
"2382","Species_3","Species_1","Species_5"
"2383","Species_3","Species_1","Species_1"
"2384","Species_3","Species_1","Species_9"
"2385","Species_3","Species_1","Species_2"
"2386","Species_3","Species_1","Species_5"
"2387","Species_3","Species_1","Species_10"
"2388","Species_3","Species_1","Species_2"
"2389","Species_3","Species_1","Species_1"
"2390","Species_3","Species_1","Species_10"
"2391","Species_3","Species_1","Species_6"
"2392","Species_3","Species_1","Species_6"
"2393","Species_3","Species_1","Species_9"
"2394","Species_3","Species_1","Species_1"
"2395","Species_3","Species_1","Species_2"
"2396","Species_3","Species_1","Species_9"
"2397","Species_3","Species_1","Species_6"
"2398","Species_3","Species_1","Species_4"
"2399","Species_3","Species_1","Species_10"
"2400","Species_3","Species_1","Species_5"
"2401","Species_3","Species_1","Species_2"
"2402","Species_3","Species_1","Species_10"
"2403","Species_3","Species_1","Species_7"
"2404","Species_3","Species_1","Species_2"
"2405","Species_3","Species_1","Species_8"
"2406","Species_3","Species_1","Species_8"
"2407","Species_3","Species_1","Species_6"
"2408","Species_3","Species_1","Species_6"
"2409","Species_3","Species_1","Species_4"
"2410","Species_3","Species_1","Species_2"
"2411","Species_3","Species_1","Species_6"
"2412","Species_3","Species_1","Species_8"
"2413","Species_3","Species_1","Species_9"
"2414","Species_3","Species_1","Species_4"
"2415","Species_3","Species_1","Species_5"
"2416","Species_3","Species_1","Species_6"
"2417","Species_3","Species_1","Species_4"
"2418","Species_3","Species_1","Species_7"
"2419","Species_3","Species_1","Species_5"
"2420","Species_3","Species_1","Species_6"
"2421","Species_3","Species_1","Species_5"
"2422","Species_3","Species_1","Species_6"
"2423","Species_3","Species_1","Species_1"
"2424","Species_3","Species_1","Species_2"
"2425","Species_3","Species_1","Species_3"
"2426","Species_3","Species_1","Species_7"
"2427","Species_3","Species_1","Species_9"
"2428","Species_3","Species_1","Species_6"
"2429","Species_3","Species_1","Species_1"
"2430","Species_3","Species_1","Species_5"
"2431","Species_3","Species_1","Species_4"
"2432","Species_3","Species_1","Species_1"
"2433","Species_3","Species_1","Species_2"
"2434","Species_3","Species_1","Species_1"
"2435","Species_3","Species_1","Species_5"
"2436","Species_3","Species_1","Species_3"
"2437","Species_3","Species_1","Species_7"
"2438","Species_3","Species_1","Species_7"
"2439","Species_3","Species_1","Species_2"
"2440","Species_3","Species_1","Species_7"
"2441","Species_3","Species_1","Species_5"
"2442","Species_3","Species_1","Species_1"
"2443","Species_3","Species_1","Species_7"
"2444","Species_3","Species_1","Species_3"
"2445","Species_3","Species_1","Species_4"
"2446","Species_3","Species_1","Species_6"
"2447","Species_3","Species_1","Species_8"
"2448","Species_3","Species_1","Species_1"
"2449","Species_3","Species_1","Species_9"
"2450","Species_3","Species_1","Species_3"
"2451","Species_3","Species_1","Species_2"
"2452","Species_3","Species_1","Species_5"
"2453","Species_3","Species_1","Species_7"
"2454","Species_3","Species_1","Species_9"
"2455","Species_3","Species_1","Species_6"
"2456","Species_3","Species_1","Species_3"
"2457","Species_3","Species_1","Species_10"
"2458","Species_3","Species_1","Species_8"
"2459","Species_3","Species_1","Species_10"
"2460","Species_3","Species_1","Species_5"
"2461","Species_3","Species_1","Species_5"
"2462","Species_3","Species_1","Species_9"
"2463","Species_3","Species_1","Species_3"
"2464","Species_3","Species_1","Species_10"
"2465","Species_3","Species_1","Species_1"
"2466","Species_3","Species_1","Species_4"
"2467","Species_3","Species_1","Species_5"
"2468","Species_3","Species_1","Species_10"
"2469","Species_3","Species_1","Species_3"
"2470","Species_3","Species_1","Species_6"
"2471","Species_3","Species_1","Species_6"
"2472","Species_3","Species_1","Species_4"
"2473","Species_3","Species_1","Species_1"
"2474","Species_3","Species_1","Species_4"
"2475","Species_3","Species_1","Species_6"
"2476","Species_3","Species_1","Species_8"
"2477","Species_3","Species_1","Species_6"
"2478","Species_3","Species_1","Species_1"
"2479","Species_3","Species_1","Species_4"
"2480","Species_3","Species_1","Species_9"
"2481","Species_3","Species_1","Species_2"
"2482","Species_3","Species_1","Species_8"
"2483","Species_3","Species_1","Species_5"
"2484","Species_3","Species_1","Species_1"
"2485","Species_3","Species_1","Species_9"
"2486","Species_3","Species_1","Species_2"
"2487","Species_3","Species_1","Species_4"
"2488","Species_3","Species_1","Species_10"
"2489","Species_3","Species_1","Species_1"
"2490","Species_3","Species_1","Species_4"
"2491","Species_3","Species_1","Species_2"
"2492","Species_3","Species_1","Species_2"
"2493","Species_3","Species_1","Species_9"
"2494","Species_3","Species_1","Species_5"
"2495","Species_3","Species_1","Species_8"
"2496","Species_3","Species_1","Species_4"
"2497","Species_3","Species_1","Species_6"
"2498","Species_3","Species_1","Species_9"
"2499","Species_3","Species_1","Species_6"
"2500","Species_3","Species_1","Species_2"
"2501","Species_3","Species_1","Species_2"
"2502","Species_3","Species_1","Species_9"
"2503","Species_3","Species_1","Species_9"
"2504","Species_3","Species_1","Species_6"
"2505","Species_3","Species_1","Species_1"
"2506","Species_3","Species_1","Species_5"
"2507","Species_3","Species_1","Species_7"
"2508","Species_3","Species_1","Species_4"
"2509","Species_3","Species_1","Species_4"
"2510","Species_3","Species_1","Species_9"
"2511","Species_3","Species_1","Species_2"
"2512","Species_3","Species_1","Species_4"
"2513","Species_3","Species_1","Species_3"
"2514","Species_3","Species_1","Species_10"
"2515","Species_3","Species_1","Species_1"
"2516","Species_3","Species_1","Species_5"
"2517","Species_3","Species_1","Species_7"
"2518","Species_3","Species_1","Species_9"
"2519","Species_3","Species_1","Species_4"
"2520","Species_3","Species_1","Species_5"
"2521","Species_3","Species_1","Species_10"
"2522","Species_3","Species_1","Species_8"
"2523","Species_3","Species_1","Species_5"
"2524","Species_3","Species_1","Species_4"
"2525","Species_3","Species_1","Species_6"
"2526","Species_3","Species_1","Species_7"
"2527","Species_3","Species_1","Species_1"
"2528","Species_3","Species_1","Species_8"
"2529","Species_3","Species_1","Species_2"
"2530","Species_3","Species_1","Species_4"
"2531","Species_3","Species_1","Species_3"
"2532","Species_3","Species_1","Species_1"
"2533","Species_3","Species_1","Species_2"
"2534","Species_3","Species_1","Species_3"
"2535","Species_3","Species_1","Species_7"
"2536","Species_3","Species_1","Species_1"
"2537","Species_3","Species_1","Species_5"
"2538","Species_3","Species_1","Species_10"
"2539","Species_3","Species_1","Species_8"
"2540","Species_3","Species_1","Species_10"
"2541","Species_3","Species_1","Species_1"
"2542","Species_3","Species_1","Species_3"
"2543","Species_3","Species_1","Species_8"
"2544","Species_3","Species_1","Species_2"
"2545","Species_3","Species_1","Species_4"
"2546","Species_3","Species_1","Species_9"
"2547","Species_3","Species_1","Species_4"
"2548","Species_3","Species_1","Species_8"
"2549","Species_3","Species_1","Species_5"
"2550","Species_3","Species_1","Species_8"
"2551","Species_3","Species_1","Species_3"
"2552","Species_3","Species_1","Species_10"
"2553","Species_3","Species_1","Species_4"
"2554","Species_3","Species_1","Species_3"
"2555","Species_3","Species_1","Species_3"
"2556","Species_3","Species_1","Species_1"
"2557","Species_3","Species_1","Species_2"
"2558","Species_3","Species_1","Species_7"
"2559","Species_3","Species_1","Species_8"
"2560","Species_3","Species_1","Species_6"
"2561","Species_3","Species_1","Species_6"
"2562","Species_3","Species_1","Species_1"
"2563","Species_3","Species_1","Species_9"
"2564","Species_3","Species_1","Species_1"
"2565","Species_3","Species_1","Species_6"
"2566","Species_3","Species_1","Species_6"
"2567","Species_3","Species_1","Species_1"
"2568","Species_3","Species_1","Species_7"
"2569","Species_3","Species_1","Species_8"
"2570","Species_3","Species_1","Species_5"
"2571","Species_3","Species_1","Species_8"
"2572","Species_3","Species_1","Species_9"
"2573","Species_3","Species_1","Species_9"
"2574","Species_3","Species_1","Species_10"
"2575","Species_3","Species_1","Species_2"
"2576","Species_3","Species_1","Species_8"
"2577","Species_3","Species_1","Species_3"
"2578","Species_3","Species_1","Species_10"
"2579","Species_3","Species_1","Species_7"
"2580","Species_3","Species_1","Species_1"
"2581","Species_3","Species_1","Species_10"
"2582","Species_3","Species_1","Species_2"
"2583","Species_3","Species_1","Species_9"
"2584","Species_3","Species_1","Species_7"
"2585","Species_3","Species_1","Species_9"
"2586","Species_3","Species_1","Species_7"
"2587","Species_3","Species_1","Species_1"
"2588","Species_3","Species_1","Species_9"
"2589","Species_3","Species_1","Species_4"
"2590","Species_3","Species_1","Species_6"
"2591","Species_3","Species_1","Species_8"
"2592","Species_3","Species_1","Species_5"
"2593","Species_3","Species_1","Species_9"
"2594","Species_3","Species_1","Species_6"
"2595","Species_3","Species_1","Species_6"
"2596","Species_3","Species_1","Species_7"
"2597","Species_3","Species_1","Species_7"
"2598","Species_3","Species_1","Species_3"
"2599","Species_3","Species_1","Species_4"
"2600","Species_3","Species_1","Species_6"
"2601","Species_3","Species_1","Species_8"
"2602","Species_3","Species_1","Species_2"
"2603","Species_3","Species_1","Species_2"
"2604","Species_3","Species_1","Species_2"
"2605","Species_3","Species_1","Species_9"
"2606","Species_3","Species_1","Species_2"
"2607","Species_3","Species_1","Species_6"
"2608","Species_3","Species_1","Species_9"
"2609","Species_3","Species_1","Species_3"
"2610","Species_3","Species_1","Species_7"
"2611","Species_3","Species_1","Species_3"
"2612","Species_3","Species_1","Species_6"
"2613","Species_3","Species_1","Species_7"
"2614","Species_3","Species_1","Species_7"
"2615","Species_3","Species_1","Species_2"
"2616","Species_3","Species_1","Species_5"
"2617","Species_3","Species_1","Species_2"
"2618","Species_3","Species_1","Species_3"
"2619","Species_3","Species_1","Species_9"
"2620","Species_3","Species_1","Species_8"
"2621","Species_3","Species_1","Species_3"
"2622","Species_3","Species_1","Species_10"
"2623","Species_3","Species_1","Species_2"
"2624","Species_3","Species_1","Species_6"
"2625","Species_3","Species_1","Species_7"
"2626","Species_3","Species_1","Species_9"
"2627","Species_3","Species_1","Species_6"
"2628","Species_3","Species_1","Species_4"
"2629","Species_3","Species_1","Species_8"
"2630","Species_3","Species_1","Species_6"
"2631","Species_3","Species_1","Species_5"
"2632","Species_3","Species_1","Species_8"
"2633","Species_3","Species_1","Species_2"
"2634","Species_3","Species_1","Species_6"
"2635","Species_3","Species_1","Species_2"
"2636","Species_3","Species_1","Species_10"
"2637","Species_3","Species_1","Species_7"
"2638","Species_3","Species_1","Species_5"
"2639","Species_3","Species_1","Species_5"
"2640","Species_3","Species_1","Species_1"
"2641","Species_3","Species_1","Species_7"
"2642","Species_3","Species_1","Species_5"
"2643","Species_3","Species_1","Species_9"
"2644","Species_3","Species_1","Species_7"
"2645","Species_3","Species_1","Species_6"
"2646","Species_3","Species_1","Species_5"
"2647","Species_3","Species_1","Species_6"
"2648","Species_3","Species_1","Species_5"
"2649","Species_3","Species_1","Species_1"
"2650","Species_3","Species_1","Species_1"
"2651","Species_3","Species_1","Species_9"
"2652","Species_3","Species_1","Species_3"
"2653","Species_3","Species_1","Species_1"
"2654","Species_3","Species_1","Species_7"
"2655","Species_3","Species_1","Species_3"
"2656","Species_3","Species_1","Species_8"
"2657","Species_3","Species_1","Species_10"
"2658","Species_3","Species_1","Species_10"
"2659","Species_3","Species_1","Species_4"
"2660","Species_3","Species_1","Species_1"
"2661","Species_3","Species_1","Species_9"
"2662","Species_3","Species_1","Species_3"
"2663","Species_3","Species_1","Species_7"
"2664","Species_3","Species_1","Species_9"
"2665","Species_3","Species_1","Species_8"
"2666","Species_3","Species_1","Species_10"
"2667","Species_3","Species_1","Species_7"
"2668","Species_3","Species_1","Species_3"
"2669","Species_3","Species_1","Species_4"
"2670","Species_3","Species_1","Species_10"
"2671","Species_3","Species_1","Species_10"
"2672","Species_3","Species_1","Species_8"
"2673","Species_3","Species_1","Species_6"
"2674","Species_3","Species_1","Species_2"
"2675","Species_3","Species_1","Species_1"
"2676","Species_3","Species_1","Species_1"
"2677","Species_3","Species_1","Species_3"
"2678","Species_3","Species_1","Species_5"
"2679","Species_3","Species_1","Species_9"
"2680","Species_3","Species_1","Species_6"
"2681","Species_3","Species_1","Species_8"
"2682","Species_3","Species_1","Species_1"
"2683","Species_3","Species_1","Species_2"
"2684","Species_3","Species_1","Species_4"
"2685","Species_3","Species_1","Species_10"
"2686","Species_3","Species_1","Species_10"
"2687","Species_3","Species_1","Species_6"
"2688","Species_3","Species_1","Species_2"
"2689","Species_3","Species_1","Species_1"
"2690","Species_3","Species_1","Species_6"
"2691","Species_3","Species_1","Species_7"
"2692","Species_3","Species_1","Species_7"
"2693","Species_3","Species_1","Species_3"
"2694","Species_3","Species_1","Species_1"
"2695","Species_3","Species_1","Species_2"
"2696","Species_3","Species_1","Species_4"
"2697","Species_3","Species_1","Species_9"
"2698","Species_3","Species_1","Species_5"
"2699","Species_3","Species_1","Species_4"
"2700","Species_3","Species_1","Species_9"
"2701","Species_3","Species_1","Species_3"
"2702","Species_3","Species_1","Species_8"
"2703","Species_3","Species_1","Species_6"
"2704","Species_3","Species_1","Species_7"
"2705","Species_3","Species_1","Species_7"
"2706","Species_3","Species_1","Species_7"
"2707","Species_3","Species_1","Species_3"
"2708","Species_3","Species_1","Species_10"
"2709","Species_3","Species_1","Species_3"
"2710","Species_3","Species_1","Species_5"
"2711","Species_3","Species_1","Species_3"
"2712","Species_3","Species_1","Species_1"
"2713","Species_3","Species_1","Species_10"
"2714","Species_3","Species_1","Species_2"
"2715","Species_3","Species_1","Species_7"
"2716","Species_3","Species_1","Species_10"
"2717","Species_3","Species_1","Species_6"
"2718","Species_3","Species_1","Species_3"
"2719","Species_3","Species_1","Species_9"
"2720","Species_3","Species_1","Species_2"
"2721","Species_3","Species_1","Species_8"
"2722","Species_3","Species_1","Species_1"
"2723","Species_3","Species_1","Species_1"
"2724","Species_3","Species_1","Species_3"
"2725","Species_3","Species_1","Species_4"
"2726","Species_3","Species_1","Species_5"
"2727","Species_3","Species_1","Species_1"
"2728","Species_3","Species_1","Species_6"
"2729","Species_3","Species_1","Species_9"
"2730","Species_3","Species_1","Species_4"
"2731","Species_3","Species_1","Species_2"
"2732","Species_3","Species_1","Species_9"
"2733","Species_3","Species_1","Species_1"
"2734","Species_3","Species_1","Species_4"
"2735","Species_3","Species_1","Species_3"
"2736","Species_3","Species_1","Species_8"
"2737","Species_3","Species_1","Species_9"
"2738","Species_3","Species_1","Species_1"
"2739","Species_3","Species_1","Species_5"
"2740","Species_3","Species_1","Species_2"
"2741","Species_3","Species_1","Species_5"
"2742","Species_3","Species_1","Species_3"
"2743","Species_3","Species_1","Species_9"
"2744","Species_3","Species_1","Species_3"
"2745","Species_3","Species_1","Species_7"
"2746","Species_3","Species_1","Species_8"
"2747","Species_3","Species_1","Species_2"
"2748","Species_3","Species_1","Species_3"
"2749","Species_3","Species_1","Species_6"
"2750","Species_3","Species_1","Species_5"
"2751","Species_3","Species_1","Species_6"
"2752","Species_3","Species_1","Species_7"
"2753","Species_3","Species_1","Species_8"
"2754","Species_3","Species_1","Species_1"
"2755","Species_3","Species_1","Species_4"
"2756","Species_3","Species_1","Species_10"
"2757","Species_3","Species_1","Species_3"
"2758","Species_3","Species_1","Species_2"
"2759","Species_3","Species_1","Species_9"
"2760","Species_3","Species_1","Species_1"
"2761","Species_3","Species_1","Species_2"
"2762","Species_3","Species_1","Species_5"
"2763","Species_3","Species_1","Species_3"
"2764","Species_3","Species_1","Species_2"
"2765","Species_3","Species_1","Species_7"
"2766","Species_3","Species_1","Species_3"
"2767","Species_3","Species_1","Species_7"
"2768","Species_3","Species_1","Species_5"
"2769","Species_3","Species_1","Species_6"
"2770","Species_3","Species_1","Species_1"
"2771","Species_3","Species_1","Species_2"
"2772","Species_3","Species_1","Species_9"
"2773","Species_3","Species_1","Species_4"
"2774","Species_3","Species_1","Species_10"
"2775","Species_3","Species_1","Species_6"
"2776","Species_3","Species_1","Species_8"
"2777","Species_3","Species_1","Species_7"
"2778","Species_3","Species_1","Species_6"
"2779","Species_3","Species_1","Species_9"
"2780","Species_3","Species_1","Species_2"
"2781","Species_3","Species_1","Species_10"
"2782","Species_3","Species_1","Species_8"
"2783","Species_3","Species_1","Species_7"
"2784","Species_3","Species_1","Species_6"
"2785","Species_3","Species_1","Species_9"
"2786","Species_3","Species_1","Species_2"
"2787","Species_3","Species_1","Species_2"
"2788","Species_3","Species_1","Species_10"
"2789","Species_3","Species_1","Species_6"
"2790","Species_3","Species_1","Species_2"
"2791","Species_3","Species_1","Species_7"
"2792","Species_3","Species_1","Species_7"
"2793","Species_3","Species_1","Species_10"
"2794","Species_3","Species_1","Species_2"
"2795","Species_3","Species_1","Species_5"
"2796","Species_3","Species_1","Species_7"
"2797","Species_3","Species_1","Species_1"
"2798","Species_3","Species_1","Species_6"
"2799","Species_3","Species_1","Species_3"
"2800","Species_3","Species_1","Species_7"
"2801","Species_3","Species_1","Species_6"
"2802","Species_3","Species_1","Species_9"
"2803","Species_3","Species_1","Species_6"
"2804","Species_3","Species_1","Species_1"
"2805","Species_3","Species_1","Species_9"
"2806","Species_3","Species_1","Species_8"
"2807","Species_3","Species_1","Species_5"
"2808","Species_3","Species_1","Species_1"
"2809","Species_3","Species_1","Species_7"
"2810","Species_3","Species_1","Species_9"
"2811","Species_3","Species_1","Species_3"
"2812","Species_3","Species_1","Species_4"
"2813","Species_3","Species_1","Species_9"
"2814","Species_3","Species_1","Species_7"
"2815","Species_3","Species_1","Species_10"
"2816","Species_3","Species_1","Species_2"
"2817","Species_3","Species_1","Species_3"
"2818","Species_3","Species_1","Species_5"
"2819","Species_3","Species_1","Species_7"
"2820","Species_3","Species_1","Species_10"
"2821","Species_3","Species_1","Species_9"
"2822","Species_3","Species_1","Species_4"
"2823","Species_3","Species_1","Species_2"
"2824","Species_3","Species_1","Species_9"
"2825","Species_3","Species_1","Species_7"
"2826","Species_3","Species_1","Species_5"
"2827","Species_3","Species_1","Species_6"
"2828","Species_3","Species_1","Species_2"
"2829","Species_3","Species_1","Species_4"
"2830","Species_3","Species_1","Species_4"
"2831","Species_3","Species_1","Species_1"
"2832","Species_3","Species_1","Species_8"
"2833","Species_3","Species_1","Species_6"
"2834","Species_3","Species_1","Species_7"
"2835","Species_3","Species_1","Species_4"
"2836","Species_3","Species_1","Species_6"
"2837","Species_3","Species_1","Species_6"
"2838","Species_3","Species_1","Species_1"
"2839","Species_3","Species_1","Species_2"
"2840","Species_3","Species_1","Species_10"
"2841","Species_3","Species_1","Species_3"
"2842","Species_3","Species_1","Species_5"
"2843","Species_3","Species_1","Species_8"
"2844","Species_3","Species_1","Species_3"
"2845","Species_3","Species_1","Species_9"
"2846","Species_3","Species_1","Species_6"
"2847","Species_3","Species_1","Species_1"
"2848","Species_3","Species_1","Species_7"
"2849","Species_3","Species_1","Species_6"
"2850","Species_3","Species_1","Species_10"
"2851","Species_3","Species_1","Species_10"
"2852","Species_3","Species_1","Species_10"
"2853","Species_3","Species_1","Species_4"
"2854","Species_3","Species_1","Species_4"
"2855","Species_3","Species_1","Species_1"
"2856","Species_3","Species_1","Species_3"
"2857","Species_3","Species_1","Species_1"
"2858","Species_3","Species_1","Species_6"
"2859","Species_3","Species_1","Species_4"
"2860","Species_3","Species_1","Species_2"
"2861","Species_3","Species_1","Species_3"
"2862","Species_3","Species_1","Species_4"
"2863","Species_3","Species_1","Species_10"
"2864","Species_3","Species_1","Species_3"
"2865","Species_3","Species_1","Species_1"
"2866","Species_3","Species_1","Species_3"
"2867","Species_3","Species_1","Species_6"
"2868","Species_3","Species_1","Species_8"
"2869","Species_3","Species_1","Species_5"
"2870","Species_3","Species_1","Species_6"
"2871","Species_3","Species_1","Species_1"
"2872","Species_3","Species_1","Species_6"
"2873","Species_3","Species_1","Species_6"
"2874","Species_3","Species_1","Species_4"
"2875","Species_3","Species_1","Species_2"
"2876","Species_3","Species_1","Species_2"
"2877","Species_3","Species_1","Species_1"
"2878","Species_3","Species_1","Species_9"
"2879","Species_3","Species_1","Species_6"
"2880","Species_3","Species_1","Species_6"
"2881","Species_3","Species_1","Species_6"
"2882","Species_3","Species_1","Species_2"
"2883","Species_3","Species_1","Species_4"
"2884","Species_3","Species_1","Species_10"
"2885","Species_3","Species_1","Species_5"
"2886","Species_3","Species_1","Species_2"
"2887","Species_3","Species_1","Species_6"
"2888","Species_3","Species_1","Species_1"
"2889","Species_3","Species_1","Species_7"
"2890","Species_3","Species_1","Species_3"
"2891","Species_3","Species_1","Species_7"
"2892","Species_3","Species_1","Species_2"
"2893","Species_3","Species_1","Species_9"
"2894","Species_3","Species_1","Species_7"
"2895","Species_3","Species_1","Species_2"
"2896","Species_3","Species_1","Species_9"
"2897","Species_3","Species_1","Species_8"
"2898","Species_3","Species_1","Species_2"
"2899","Species_3","Species_1","Species_2"
"2900","Species_3","Species_1","Species_8"
"2901","Species_3","Species_1","Species_5"
"2902","Species_3","Species_1","Species_7"
"2903","Species_3","Species_1","Species_3"
"2904","Species_3","Species_1","Species_5"
"2905","Species_3","Species_1","Species_5"
"2906","Species_3","Species_1","Species_1"
"2907","Species_3","Species_1","Species_2"
"2908","Species_3","Species_1","Species_7"
"2909","Species_3","Species_1","Species_6"
"2910","Species_3","Species_1","Species_5"
"2911","Species_3","Species_1","Species_7"
"2912","Species_3","Species_1","Species_8"
"2913","Species_3","Species_1","Species_8"
"2914","Species_3","Species_1","Species_4"
"2915","Species_3","Species_1","Species_6"
"2916","Species_3","Species_1","Species_2"
"2917","Species_3","Species_1","Species_4"
"2918","Species_3","Species_1","Species_4"
"2919","Species_3","Species_1","Species_6"
"2920","Species_3","Species_1","Species_2"
"2921","Species_3","Species_1","Species_3"
"2922","Species_3","Species_1","Species_5"
"2923","Species_3","Species_1","Species_7"
"2924","Species_3","Species_1","Species_3"
"2925","Species_3","Species_1","Species_1"
"2926","Species_3","Species_1","Species_4"
"2927","Species_3","Species_1","Species_2"
"2928","Species_3","Species_1","Species_5"
"2929","Species_3","Species_1","Species_10"
"2930","Species_3","Species_1","Species_2"
"2931","Species_3","Species_1","Species_8"
"2932","Species_3","Species_1","Species_6"
"2933","Species_3","Species_1","Species_5"
"2934","Species_3","Species_1","Species_4"
"2935","Species_3","Species_1","Species_10"
"2936","Species_3","Species_1","Species_3"
"2937","Species_3","Species_1","Species_5"
"2938","Species_3","Species_1","Species_7"
"2939","Species_3","Species_1","Species_5"
"2940","Species_3","Species_1","Species_9"
"2941","Species_3","Species_1","Species_2"
"2942","Species_3","Species_1","Species_9"
"2943","Species_3","Species_1","Species_9"
"2944","Species_3","Species_1","Species_7"
"2945","Species_3","Species_1","Species_6"
"2946","Species_3","Species_1","Species_10"
"2947","Species_3","Species_1","Species_7"
